Date,AAPL,MSFT,AMZN,JPM,JNJ,XOM,PG,CAT,KO,WMT,mkt_return,vix,rf_return
2010-01-31,-0.0885966049747444,-0.0754591345270324,-0.0677222212927151,-0.0643921326816528,-0.0240643087149498,-0.0551399153112303,0.0224630490052839,-0.0770937139657201,-0.0482453201511396,-0.0003741688010977,-0.0363421153805402,24.6200008392334,6.66422347088691e-05
2010-02-28,0.065396267211379,0.0221456044655821,-0.0558966743603439,0.0778121313546051,0.009895336857977,0.0154281280899386,0.0281068196254645,0.0920748103144404,-0.0282031562525935,0.0119780333488794,0.0311946206809365,19.5,0.0001082688382827
2010-03-31,0.148469952665406,0.0216252181834817,0.1467060379504379,0.0662380987921904,0.0349207185678579,0.0304618663580675,-0.0001576964021079,0.1016651669513255,0.0517859145469319,0.0340927597629161,0.0608797511345007,17.59000015258789,0.0001332356553898
2010-04-30,0.1110213501265673,0.0426768648244053,0.0097960062700734,-0.0474273316991928,-0.0138036275236792,0.0117939813469931,-0.0099825883502003,0.0901307135312754,-0.0281822006205667,-0.0352517935610143,0.0154702415132477,22.049999237060547,0.0001332356553898
2010-05-31,-0.0161245629356218,-0.151394276846483,-0.0849015687768559,-0.0704555408609161,-0.08503118229808,-0.1018060112362398,-0.0172135218192993,-0.1076512620746171,-0.0383530809677458,-0.051943772284123,-0.0794550335683191,32.06999969482422,0.0001332356553898
2010-06-30,-0.0208269098719477,-0.1081392681363538,-0.129124816406665,-0.0750379794319442,0.0130363205362704,-0.0560700624235142,-0.0181700289482084,-0.011355921479111,-0.0166537199152763,-0.0492485429768176,-0.051740553462117,34.540000915527344,0.0001498763921259
2010-07-31,0.022741447356912,0.1216859157075265,0.0789859000914832,0.1017505113407464,-0.0164241944995607,0.0457330915231108,0.027653339888489,0.1688778314724299,0.0995608805321304,0.0649052886904666,0.0683003993232767,23.5,0.0001249141447667
2010-08-31,-0.0550051205299941,-0.0858117026238326,0.0588684595970994,-0.0973190514866435,-0.0091623835384093,-0.0024634324401027,-0.0243622676418079,-0.0658064193485777,0.0139726537253168,-0.0147949679220038,-0.0449801387402811,26.049999237060547,0.0001165918724463
2010-09-30,0.1672149733668204,0.0434599125229469,0.2581911862247958,0.0467550421975491,0.0866360844691278,0.0453391893577082,0.0050275437429849,0.2074893324473219,0.0551770876067725,0.067410581334419,0.089554349871779,23.700000762939453,0.0001332356553898
2010-10-31,0.0607225481722004,0.0890159925253761,0.0520183606286623,-0.0100227321423789,0.0287285168405919,0.076064112417864,0.0681792115231854,0.0044856166680506,0.0478472952155024,0.0121455392791463,0.0382018864095536,21.200000762939453,9.994504212973432e-05
2010-11-30,0.0337896325575961,-0.0470488904266077,0.061550575211672,-0.0061121833318358,-0.0260488718825353,0.0527596178585862,-0.039326519319649,0.0763355246986992,0.0372889146228376,-0.0014769940619284,0.0,23.540000915527344,0.0001415564044608
2010-12-31,0.0366702703810544,0.1049087645702198,0.0262257161038936,0.1342245611332562,0.0048739602103595,0.0511786848076145,0.0533810761450537,0.1070922735774697,0.041158166307845,0.0025560570762959,0.0668526261869997,17.75,9.994504212973432e-05
2011-01-31,0.0519595365694653,-0.0064499132081596,-0.0575555165608724,0.0606231696256964,-0.0336290327478048,0.1033916367819203,-0.0113786622224035,0.0406387757274941,-0.0443967861103535,0.0396809697983677,0.0233001014250777,19.530000686645508,0.0001249141447667
2011-02-28,0.040934292670326,-0.0358058818372754,0.0215161374685153,0.0389403048177365,0.0372365362471383,0.065700893394786,-0.0012677425995111,0.0610243690966181,0.0170247580972309,-0.0729444770656119,0.0347371564717875,18.350000381469727,0.0001249141447667
2011-03-31,-0.0133064585653528,-0.044770273674387,0.0394714061162171,-0.0126364217524401,-0.0356447193106376,-0.0163683292872318,-0.0229969211466715,0.0818033123913413,0.0453850791994212,0.0083650677675135,0.0001203283080326,17.739999771118164,7.496908027748717e-05
2011-04-30,0.0046485180898707,0.0208744705867778,0.087048178737823,-0.0048269866075373,0.1091982002285614,0.0457626022453681,0.0623085345111209,0.0407776931931656,0.0168829132635353,0.0562923236755563,0.0289614514636462,14.75,3.3327223783574667e-05
